Country,Year,GDP_Growth,Gov_Expenditure,Inflation,Unemployment,Investment_FDI,Real_Interest_Rate,Trade_Openness
KOR,2015,2.92029267301234,14.3464638758806,0.70633177245575,3.546,0.266636382581676,0.295335527644416,75.3881774564907
KOR,2016,3.17152748983935,14.4415307448348,0.971685739912168,3.65,0.766507046338007,1.27867160404439,69.8997221316919
KOR,2017,3.433191763972,14.5742094583287,1.94433230786366,3.653,1.04741749331971,1.42899755923416,73.1921408264016
KOR,2018,3.17611568177327,15.1402621209188,1.47583935002645,3.824,0.66781363782051,3.07847583379285,74.7075162140824
KOR,2019,2.31380210595475,16.06298714056,0.383000303608136,3.746,0.550202642546341,4.09560933285802,71.4470632403511
KOR,2020,-0.700242317542106,16.9828462110022,0.537288023411737,3.931,0.502554290313687,1.19550220518032,65.544957860621
KOR,2021,4.61296795454287,17.0244387167472,2.49833333333339,3.639,1.13577953855347,-0.287216232726007,75.3063047610912
KOR,2022,2.72756456708991,17.6379104489815,5.08951365062842,2.857,1.39186469730544,2.44052857732634,90.5851475278549
KOR,2023,1.58301467403629,17.7751832803211,3.5974562502901,2.675,1.03221435142435,3.08772627466291,82.2580090716629
MEX,2000,5.02928399378261,9.03701601445798,9.49156149435403,2.646,2.47719212470142,5.62825957284796,49.9104091872497
MEX,2001,-0.450845253215945,9.35531059790458,6.36773806235037,2.627,3.77607805696573,5.9376464525908,44.7401090123173
MEX,2002,-0.236588001922641,9.83812245798445,5.03072733151295,3.003,2.48685750053046,2.56725076182637,45.209829259652
MEX,2003,1.18554486709559,10.4980403656953,4.54690012118718,3.455,2.37188032037657,2.630266101796,48.7004168690455
MEX,2004,3.56544102622887,10.0161818460585,4.68840884843143,3.937,3.06821035154364,-0.628122322435263,52.0406200335632
MEX,2005,2.11324711473297,10.0762299861197,3.98805714597437,3.558,2.74220134246066,3.59826025906876,52.5626446570451
MEX,2006,4.80501351664901,9.89214269664029,3.62946762439132,3.566,2.16893035275929,1.32383195043652,54.4821160886169
MEX,2007,2.0778639395329,9.9478928345363,3.96684905458235,3.628,2.81398718042151,1.35029775293142,55.2585243990368
MEX,2008,0.943331872912935,10.2592374986528,5.12498274575896,3.874,2.56307995857491,2.25320065331678,56.3652818731773
MEX,2009,-6.29525056697287,11.3834438585706,5.29735584228856,5.356,2.08311648643152,1.73076521261274,54.5917421356323
MEX,2010,4.9713345832195,11.2739649257548,4.15672722680174,5.303,2.76223720236461,0.869831509850299,59.2733845336286
MEX,2011,3.44404505297089,11.3282462816794,3.40737824605742,5.175,1.9442261568419,-0.718087426437587,62.1623872764498
MEX,2012,3.55321076010608,11.4486765375607,4.11150981070289,4.892,1.45258915061197,0.13259562383731,64.2579318938989
MEX,2013,0.852101550164704,11.7127320778729,3.80639069747204,4.921,3.83670268116194,2.52394544668066,62.6916747661852
MEX,2014,2.50376350783593,11.7538929137246,4.01861608078679,4.819,2.08415748539387,-0.782518921639472,64.0984090315875
MEX,2015,2.70232343024026,11.9012461267599,2.72064064964023,4.311,2.98783786611186,0.207059208001004,70.4129746799259
MEX,2016,1.7724932254128,11.5736804911904,2.8217078474766,3.853,3.49768027047347,-1.2475973505834,75.6903034088551
MEX,2017,1.87172854648381,11.2156675519089,6.04145724018986,3.419,2.78307493364523,0.717765179526944,76.95212604414
MEX,2018,1.97208211101069,11.2562967715418,4.89935015356551,3.275,3.0141785043816,2.69522693989711,80.212661650262
MEX,2019,-0.392690513290532,11.1079031004189,3.63596142127046,3.477,2.29651449559824,3.93998794762342,77.4619722509459
MEX,2020,-8.35403459379062,12.1968302797085,3.39683415570006,4.44,2.81400875229273,1.64584209088023,76.8545557151738
MEX,2021,6.04848347173572,11.4047335546323,5.68920847683753,4.019,2.70530313479407,0.386354441937539,83.0692976264524
MEX,2022,3.70975708309098,11.1310457410755,7.8962761916855,3.256,2.67267286267437,1.41798510250274,88.7984855897261
MEX,2023,3.1067964131456,11.2418882240693,5.52796087314389,2.765,1.7099038174861,6.60635475962413,73.7390758255664
USA,2000,4.07758575997799,14.0239462637226,3.37685727149929,3.992,3.40578123865959,6.81379246050012,25.1029855568536
USA,2001,0.955538337599847,14.535639012509,2.82617111885407,4.731,1.63009976725416,4.56713893450361,22.9671830154975
USA,2002,1.70044733078285,15.0590423298955,1.58603162650601,5.783,1.01613965201918,3.07324724961218,22.2863842136065
USA,2003,2.79560596378604,15.243622588149,2.27009497336115,5.989,1.0221840098809,2.10659448836249,22.6272972866813
USA,2004,3.84777169267127,15.1583063740649,2.67723669309172,5.529,1.74869094348654,1.60768046141462,24.4480566571904
USA,2005,3.48354993710312,15.0471459247069,3.3927468454955,5.084,1.09166231632209,2.96087521229479,25.6385573436769
USA,2006,2.78453963674239,15.0044554761098,3.22594410070404,4.623,2.16033590475335,4.72786366721857,26.9752858058903
USA,2007,2.0038583039496,15.1892867792327,2.85267248150138,4.622,2.39469075656401,5.19986376898933,28.0120155631098
USA,2008,0.113587247501258,15.9340689845308,3.839100296651,5.784,2.30937838146355,3.10104221900586,29.8677875257061
USA,2009,-2.5765002366652,16.8076926291334,-0.355546266299747,9.254,1.11260018343609,2.61707765207786,24.759527635837
USA,2010,2.69519258673525,16.6858385201221,1.6400434423899,9.633,1.75453192115262,2.01028262405699,28.2198829408336
USA,2011,1.56440685205419,16.0984239985661,3.156841568622,8.949,1.68911235141732,1.16289864996398,30.842478575914
USA,2012,2.28911339009767,15.4758437477121,2.06933726526067,8.069,1.54020833064168,1.3624637521625,30.681839575193
USA,2013,2.11783009443471,14.9919585599706,1.46483265562717,7.375,1.70686814034716,1.52221338388325,29.9413062848227
USA,2014,2.52381981757846,14.5516578754664,1.62222297740817,6.168,1.43033863092168,1.48256139371882,29.906569337428
USA,2015,2.94555045227337,14.2333167295426,0.118627135552451,5.28,2.79548220201356,2.31051463833344,27.6882139340768
USA,2016,1.81945147909089,14.1100041249858,1.26158320570536,4.869,2.52268117379751,2.53723230294962,26.4525977865465
USA,2017,2.45762230126449,13.8471337748498,2.13011000365961,4.355,1.94177554246862,2.26529637783859,27.1253382222874
USA,2018,2.96650506701943,13.8442126445718,2.44258329692817,3.896,1.03945408799819,2.55474987113849,27.4453591302618
USA,2019,2.58382533052225,13.9835585749329,1.81221007526021,3.669,1.46696501417689,3.57306216680747,26.2584806245428
USA,2020,-2.081375977796,14.8775026630059,1.23358439630629,8.055,0.641236014628299,2.17024683398691,23.1399437509149
USA,2021,6.15202247867526,14.2309724351013,4.69785886363742,5.349,2.01451214498067,-1.25567664234207,25.2327260228331
USA,2022,2.52421385073222,13.6769940249355,8.00279982052121,3.65,1.60006208497274,-1.25567664234207,26.9078981557739
USA,2023,2.93436322440155,13.5407140861824,4.11633838374488,3.638,1.30141768246586,-1.25567664234207,24.9292981752847
ZAF,2000,4.20000000067826,16.5672154108403,5.33895913599828,22.788,0.638427514423676,4.87058238653657,46.2207217354077
ZAF,2001,2.70000000019104,16.6218512164789,5.70189483049608,22.652,5.36834529785161,5.53834143339364,49.170945185829
ZAF,2002,3.70037440406668,16.7803880295906,9.494713780996,22.579,1.14635726911695,2.85418551575979,53.4655016294369
ZAF,2003,2.94907546754213,16.8663209712168,5.67942414068799,22.679,0.397492744432543,8.04784838936572,45.723862568979
ZAF,2004,4.55455990721774,17.0044389815087,-0.692039437857687,22.567,0.274199790569949,4.95038435886218,45.6435752240041
ZAF,2005,5.27705197295467,16.1488985315911,2.06285308223427,22.472,2.25781874505445,4.76148920296545,47.4277813970329
ZAF,2006,5.60380645895889,15.8607403931821,3.2439076541923,22.304,0.205125538574008,4.81030227960517,53.7681412741145
ZAF,2007,5.36047405394162,15.8864978575358,6.17781214809388,22.26,1.97755772219349,4.54604566856022,57.125139137747
ZAF,2008,3.1910438863288,17.0724538163321,9.90998456005467,22.407,3.12686614310453,6.74515150291692,65.9745237996233
ZAF,2009,-1.53808913525583,17.7936331368919,7.23809523809527,23.523,2.31217470344994,2.80250897674709,49.5875353278801
ZAF,2010,3.03973288127956,17.996063602882,4.06749555950263,24.683,0.884904611686012,3.49095978979672,50.4060871625999
ZAF,2011,3.16855627858818,18.1951431854763,5.0008533879502,24.639,0.903381424332556,3.27930122317635,54.6363504358971
ZAF,2012,2.39623238465745,18.8205452606488,5.73797139141739,24.727,1.06492249485696,3.88287299810937,55.5826171933345
ZAF,2013,2.48546800826588,19.0813745546722,5.78016910069176,24.561,2.05358095229684,2.50924549715633,58.875027630051
ZAF,2014,1.41382645223793,19.3140625940978,6.13282953059149,24.89,1.51932743753979,3.56702763012509,59.4995740550593
ZAF,2015,1.32186223678229,18.9850713286308,4.51869094892506,25.149,0.438735792056356,3.66774283297156,56.7266761447156
ZAF,2016,0.664552307858116,19.3075616545523,6.60290842394872,26.536,0.684612553455795,3.27825167845196,55.8612575048782
ZAF,2017,1.15794695181735,19.2360771279531,5.18618655524149,27.035,0.539673956759456,4.64731548547952,53.5359318293741
ZAF,2018,1.55678384721676,19.352226142463,4.50987264867388,26.906,1.3742911715346,5.85618355804153,54.4855451276341
ZAF,2019,0.25993557687633,19.5800800398681,4.10285075461156,28.468,1.31407752293306,5.26841565254553,53.8979964081406
ZAF,2020,-6.1689177146757,20.6203398698938,3.23238831615113,29.217,0.933073684352391,2.19841383909371,50.7596590804177
ZAF,2021,4.85864865060148,19.1219841764515,4.61874544887136,34.007,9.68098022663018,0.595087859723449,56.1647136277546
ZAF,2022,2.05813661692193,18.775567058988,7.03987272546482,33.268,2.26670277731613,3.37387624023208,64.94713440234
ZAF,2023,0.80610455095804,19.1795974311491,6.0752438457966,32.098,1.0127377916456,6.47206699043374,65.6798759740707
